score	bar_type	drain_tot	strkm_tot	upstr_bars	Slope_perc	Q2_m3_s	w_W_m2_ST	hydro_rof	struct_rof	geo_rof	ave_Value	afAve_Value	max_Dif	Observed_Date	unique_id	featureid
0.529	1	0.6876	0.575432289	0	6.0500002	1.038372921	164.488938	0.151521296	0.358384665	0.863996075	NA	NA	NA	NA	497	201476086
0.717	1	1.9269	2.07346169	1	1.36	1.394405519	42.84874345	0.73709514	0.922304566	0.063635661	NA	NA	NA	NA	1158	201476909
0.732	1	0.2295	0.747065582	1	1.71	1.009627279	45.84387181	0.064831137	0.846678594	0.217791922	NA	NA	NA	NA	1156	201476909
0.673	1	0.2043	0.634955774	0	0.84	0.465007824	15.28319076	0.185649405	0.107460189	0.061389156	NA	NA	NA	NA	1155	201476909
0.654	1	0.6471	0.266254066	0	6.46	0.952954945	168.2570754	0.559035275	0.628680391	0.065945096	NA	NA	NA	NA	487	201475973
0.916	1	16.4376	24.72386514	25	0.72	11.03691697	63.82062203	0.333963837	0.643692565	0.663480049	NA	NA	NA	NA	525	201476033
0.802	1	5.8599	7.761779559	8	0.35	4.035403705	18.75927986	0.155176661	0.039606941	0.955299409	NA	NA	NA	NA	1165	201476942
0.68	1	17.415	18.89895577	11	6.4499998	9.888479134	541.1642313	0.396818823	0.182616678	0.41365025	NA	NA	NA	NA	1571	201477450
0.762	1	2.9916	3.423422585	3	11.6800003	2.331360538	475.8304231	0.63145448	0.348431113	0.356419999	NA	NA	NA	NA	1521	201477386
0.615	1	2.2986	2.862735146	2	11.6800003	2.331360538	475.8304231	0.565877647	0.406394396	0.190921373	NA	NA	NA	NA	1520	201477386
0.609	1	0.3789	0.561128581	0	4.7600002	0.778721615	112.0734444	0.410069272	0.603312597	0.628362115	NA	NA	NA	NA	1518	201477386
0.638	1	0.3114	0.383055559	0	5.3899999	0.206793973	65.39767732	0.064804255	0.488885081	0.601002043	NA	NA	NA	NA	1523	201477386
0.588	1	0.8046	1.404644399	1	5.3899999	1.377252568	168.7719161	0.905588057	0.248575511	0.550734361	NA	NA	NA	NA	1433	201477317
0.649	1	0.1368	0.110319567	0	3.4100001	0.328756715	52.16705707	0.338801105	0.65245481	0.115106101	NA	NA	NA	NA	1432	201477317
0.565	1	1.2582	1.673322126	3	4.2399998	3.291884049	205.2545198	0.383066714	0.979721078	0.696253535	NA	NA	NA	NA	1485	201477307
0.738	1	4.8087	6.735172539	4	3.8499999	3.672499449	196.8548956	0.754358136	0.088307641	0.455312799	NA	NA	NA	NA	1511	201477376
0.606	1	1.2285	1.448035382	2	4.2399998	3.291884049	205.2545198	0.13474689	0.298419316	0.371300281	NA	NA	NA	NA	1484	201477307
0.62	1	1.7262	0.99337362	1	NA	NA	NA	0.561095245	0.838497908	0.751242935	NA	NA	NA	NA	1430	201477260
0.638	1	1.971	2.1403755	0	7.02	2.347151144	286.9539918	0.452371362	0.519904542	0.102634051	NA	NA	NA	NA	21	201473815
0.671	1	2.0484	2.675806499	1	NA	NA	NA	0.499096215	0.642900648	0.619910646	NA	NA	NA	NA	22	201474006
0.685	1	0.009	0.061811263	0	NA	NA	NA	0.82866004	0.854274292	0.38156818	NA	NA	NA	NA	36	201474006
0.761	1	2.637	4.746584881	0	2.73	5.034916194	163.4419008	0.070478652	0.543527355	0.228411485	NA	NA	NA	NA	39	201474006
0.715	1	11.4516	9.562299558	3	1.78	9.811031154	148.758556	0.116633979	0.739847881	0.820363526	NA	NA	NA	NA	30	201473895
0.617	1	1.4112	1.296089948	0	0	1.162766256	0	0.354524702	0.977461983	0.58718338	NA	NA	NA	NA	1	201473434
0.548	1	1.4571	0.654412441	0	4.4400001	2.257726439	178.0013378	0.445571524	0.51712833	0.004844479	NA	NA	NA	NA	4	201473435
0.651	1	0.9765	0.714369591	0	3.3	1.538777078	109.221068	0.628885518	0.625911007	0.259126668	NA	NA	NA	NA	25	201473846
0.647	1	0.5796	0.730858786	0	1.76	1.150432148	50.36719918	0.066086385	0.561161745	0.994132699	NA	NA	NA	NA	28	201473847
0.933	1	37.0953	32.04485801	9	1.74	24.55967054	230.0727324	0.096938182	0.127185589	0.787739603	NA	NA	NA	NA	1045	201476743
0	1	37.1565	32.1888633	10	1.74	24.55967054	230.0727324	0.325082446	0.282170905	0.683926581	NA	NA	NA	NA	1046	201476743
0.681	1	1.2132	0.259504287	0	5.1100001	0.994505342	135.9656186	0.343584994	0.077313203	0.056152873	NA	NA	NA	NA	1040	201476733
0.6	1	0.6093	0.921007649	0	9.9099998	3.665938326	506.2567844	0.006425981	0.94319189	0.773678149	NA	NA	NA	NA	1015	201476686
0.667	1	4.2237	2.741729211	0	3.1199999	3.66564315	159.3801758	0.518992952	0.239377528	0.958798967	NA	NA	NA	NA	1016	201476686
0.63	1	0.4212	0.342288535	0	NA	NA	NA	0.824111374	0.056656783	0.156977323	NA	NA	NA	NA	421	201475851
0.585	1	1.9404	2.998268246	0	6.9299998	3.101457131	325.6272537	0.322866542	0.843695678	0.784341699	NA	NA	NA	NA	493	201476090
0.854	1	6.6267	5.219929578	2	2.8099999	5.766005518	180.0314872	0.371729963	0.407316261	0.714967735	NA	NA	NA	NA	1011	201476686
0.518	1	1.1682	1.089112954	0	8.2200003	1.636926476	280.6021857	0.327358123	0.218300449	0.626488126	NA	NA	NA	NA	1043	201476852
0.848	1	6.8832	5.793192944	4	2.8099999	5.766005518	180.0314872	0.823581044	0.931491414	0.451698148	NA	NA	NA	NA	1013	201476686
0.823	1	6.8373	5.68908551	3	2.8099999	5.766005518	180.0314872	0.159472075	0.271814065	0.491146125	NA	NA	NA	NA	1012	201476686
0.687	1	1.7064	2.577367104	0	6.77	1.488422425	220.3719939	0.296198783	0.831802042	0.470079947	NA	NA	NA	NA	500	201476011
0.693	1	2.1087	2.703403006	1	21.5300007	1.504914074	704.7004143	0.129100676	0.346860315	0.290517529	NA	NA	NA	NA	503	201476011
0.672	1	2.2149	2.028433897	0	3.99	2.750857088	176.5678149	0.267964057	0.110160103	0.406593936	NA	NA	NA	NA	409	201475825
0.693	1	2.1087	2.72234665	2	21.5300007	1.504914074	704.7004143	0.334720708	0.389470321	0.89193387	NA	NA	NA	NA	501	201476011
0.703	1	0.126	0.27589466	0	10.1199999	0.765133955	236.1858507	0.015575361	0.325722907	0.63362346	NA	NA	NA	NA	507	201476012
0.706	1	3.3219	2.543106074	1	3.99	2.750857088	176.5678149	0.038916428	0.217106968	0.357522858	NA	NA	NA	NA	412	201475825
0.676	1	3.5505	2.843631527	2	3.99	2.750857088	176.5678149	0.567301671	0.271871482	0.185640408	NA	NA	NA	NA	410	201475825
0.611	1	3.2553	4.703719208	4	5.5900002	5.024618184	334.3243307	0.477738698	0.14556017	0.186199537	NA	NA	NA	NA	415	201475828
0.805	1	8.2467	8.477351234	8	1.8200001	6.357685646	122.4406304	0.097736919	0.435144141	0.732640688	NA	NA	NA	NA	457	201475959
0.63	1	2.475	1.980802684	0	12.9700003	2.007388277	490.2982104	0.348963109	0.907386334	0.611776645	NA	NA	NA	NA	915	201476593
0.579	1	1.0359	0.422142256	0	15.8400002	0.94474475	410.7873453	0.541883869	0.432441603	0.13470953	NA	NA	NA	NA	1079	201476778
0.633	1	3.6405	4.155021623	3	6.3899999	2.5946596	274.6285445	0.483163016	0.594967943	0.218537373	NA	NA	NA	NA	1404	201477206
1	1	475.2225	498.7760349	260	NA	NA	NA	0.073120232	0.904574002	0.831652086	NA	NA	NA	NA	1209	201476938
0	1	1.8378	1.216842042	0	7.8099999	2.580075391	334.712445	0.288002525	0.490667493	0.503714865	NA	NA	NA	NA	400	201475751
0.678	1	3.3453	0.571398347	1	4.23	3.470854991	210.2631835	0.638870713	0.055172515	0.596770718	NA	NA	NA	NA	462	201476132
0.724	1	4.7025	1.648726083	3	2.6199999	5.299006288	160.9174423	0.437943558	0.750720595	0.129621471	NA	NA	NA	NA	464	201476132
0.705	1	5.2209	4.43274822	1	1.91	4.997128173	113.9195434	0.542582425	0.337647024	0.351177849	NA	NA	NA	NA	944	201476744
0	1	5.5926	2.652050861	4	1.25	5.210904392	76.13269382	0.532650787	0.948643653	0.775312434	NA	NA	NA	NA	467	201476132
0.746	1	5.9283	3.417987594	0	4.21	5.271522353	257.902028	0.761819737	0.206475777	0.813289833	NA	NA	NA	NA	917	201476661
0.62	1	1.3545	1.196205097	0	0.08	2.107452108	3.098656715	0.468987655	0.303257131	0.199223676	NA	NA	NA	NA	573	201476089
0.766	1	6.3486	3.053530984	5	0.89	5.749225054	56.93761686	0.613746398	0.399374816	0.198763453	NA	NA	NA	NA	466	201476132
0.77	1	6.3567	3.092924787	6	0.89	5.749225054	56.93761686	0.819276647	0.719271678	0.821768319	NA	NA	NA	NA	465	201476132
0.814	1	14.4	9.386612562	1	1.4	11.41533038	126.2050991	0.474207681	0.597485674	0.199255635	NA	NA	NA	NA	918	201476625
0	1	0.5643	0.38156104	0	4.77	1.07320192	131.8450196	0.732776076	0.209356577	0.617393853	NA	NA	NA	NA	767	201476384
0.729	1	3.7413	3.222356182	1	3.05	3.812504161	158.8947789	0.931097313	0.949294772	0.456529098	NA	NA	NA	NA	576	201476205
0.748	1	3.6342	3.109826972	0	6.7800002	3.674775124	346.7765507	0.709611281	0.493711056	0.027824882	NA	NA	NA	NA	575	201476205
0.602	1	1.962	1.926935471	0	4.5500002	1.914779244	167.9868946	0.516411657	0.449085947	0.259745878	NA	NA	NA	NA	949	201476753
0.931	1	23.0292	17.93780458	5	1.9400001	23.52855317	251.075297	0.115588008	0.624321293	0.516065935	NA	NA	NA	NA	950	201476636
0.904	1	33.7446	28.25311437	7	2.1900001	23.01946845	280.3473163	0.755329069	0.049092425	0.729972225	NA	NA	NA	NA	1037	201476732
0.701	1	2.6784	3.687991942	0	3.3199999	5.766354199	212.7126725	0.273335226	0.188883012	0.653562152	NA	NA	NA	NA	1008	201476687
0.71	1	2.7279	3.902789815	1	3.3199999	5.766354199	212.7126725	0.503346882	0.498336491	0.419874052	NA	NA	NA	NA	1009	201476687
0.584	1	0.5445	0.284601827	0	15.8400002	0.904989567	402.0514187	0.450077656	0.866794821	0.122597136	NA	NA	NA	NA	616	201476177
0.58	1	1.8891	1.753120568	1	NA	NA	NA	0.995985644	0.799723239	0.869626151	NA	NA	NA	NA	423	201475851
0.646	1	1.9143	1.84658398	2	NA	NA	NA	0.062892953	0.085711534	0.880417752	NA	NA	NA	NA	422	201475851
0.719	1	4.1976	3.177052629	1	4.2199998	6.657503787	290.5178168	0.392562609	0.652188112	0.413249243	NA	NA	NA	NA	491	201476151
0.688	1	1.4193	1.254407644	0	11.5	1.390676391	361.8391151	0.951076291	0.538869058	0.836101648	NA	NA	NA	NA	1235	201477003
0.616	1	3.4812	4.963004135	1	NA	NA	NA	0.36486737	0.988726095	0.503614107	NA	NA	NA	NA	494	201476090
0.753	1	4.6827	4.056071536	0	5.1900001	5.051474049	311.2297165	0.114430718	0.805791982	0.280829913	NA	NA	NA	NA	1087	201476805
0.803	1	8.0109	9.033853297	4	17.3199997	6.698679633	1196.043886	0.998656407	0.583633661	0.175513083	NA	NA	NA	NA	469	201475983
1	1	245.0637	247.4045061	73	1.15	137.4384936	359.7134327	0.189823547	0.689299978	0.394390718	NA	NA	NA	NA	471	201476069
0.861	1	62.2818	57.73784967	24	1.4400001	32.79452854	220.0228757	0.749927044	0.664281405	0.531184538	NA	NA	NA	NA	1216	201476954
0.66	1	2.0844	2.363302117	2	7.21	1.783093671	256.8780392	0.862631997	0.928582613	0.285051187	NA	NA	NA	NA	1129	201476880
0.834	1	7.4322	4.088346423	2	4.6199999	5.964819314	301.0545826	0.129647903	0.316890328	0.782452675	NA	NA	NA	NA	1366	201477196
0.599	1	1.8639	1.94697365	1	7.21	1.783093671	256.8780392	0.642880197	0.954511016	0.599963799	NA	NA	NA	NA	1128	201476880
0.604	1	1.8459	1.925823674	0	7.21	1.783093671	256.8780392	0.174021073	0.621411108	0.199870415	NA	NA	NA	NA	1127	201476880
1	1	245.3355	247.8388189	74	1.15	137.4384936	359.7134327	0.742834456	0.993159187	0.841934834	NA	NA	NA	NA	474	201476069
1	1	245.9124	248.4121988	75	1.15	137.4384936	359.7134327	0.390862538	0.762802703	0.44521328	NA	NA	NA	NA	472	201476069
0.6	1	0.6543	1.230187032	0	2.04	34.19783288	318.2981273	0.492826227	0.746850064	0.838401982	NA	NA	NA	NA	1237	201476996
0.913	1	66.1221	63.23823466	27	2.49	34.7050358	391.3814415	0.586243172	0.922634391	0.054084897	NA	NA	NA	NA	1268	201477037
0.549	1	0.6345	0.707923593	0	10.8999996	0.647521965	234.0229052	0.212590278	0.189282096	0.273568632	NA	NA	NA	NA	1361	201477169
0.628	1	0.4833	0.283215881	0	5.29	0.65273996	114.0329608	0.652366452	0.520958418	0.755356644	NA	NA	NA	NA	1273	201477038
0.872	1	70.0974	67.75463869	29	3.22	36.60906649	519.8222135	0.08777836	0.434043399	0.047236847	NA	NA	NA	NA	1350	201477131
0.626	1	0.7416	0.616255205	0	NA	NA	NA	0.246752974	0.513358424	0.121570521	NA	NA	NA	NA	1419	201477219
0	1	3.0402	2.411190516	0	4.5999999	2.437979278	191.6361596	0.719843435	0.25027661	0.504355457	NA	NA	NA	NA	541	201476042
0.633	1	1.3815	0.817198969	0	7.2600002	1.909003433	267.6360554	0.68258477	0.541387011	0.413931639	NA	NA	NA	NA	1120	201476859
0.464	1	1.3995	1.114000651	1	15.1000004	0.798146983	359.9341285	0.445677045	0.264446724	0.558967824	NA	NA	NA	NA	1420	201477219
1	1	256.3434	259.0435269	77	3.6600001	125.8318995	1095.421103	0.303018543	0.475182401	0.099892754	NA	NA	NA	NA	546	201476053
0.891	1	80.9226	76.88880257	34	3.75	42.11024359	649.276637	0.150380162	0.653617955	0.309973253	NA	NA	NA	NA	1412	201477216
0.565	1	1.6758	2.909304979	1	10.71	2.478204574	449.8447753	0.471216467	0.49026899	0.846943146	NA	NA	NA	NA	418	201475828
0.564	1	1.1511	1.360597095	0	9.8800001	1.138375238	281.2576224	0.847448477	0.170147542	0.477402372	NA	NA	NA	NA	549	201476133
0.674	1	1.1592	1.455396135	1	9.8800001	1.138375238	281.2576224	0.264194082	0.967829268	0.824877181	NA	NA	NA	NA	550	201476133
0.814	1	82.863	78.94845481	37	3.29	43.06449173	576.0500082	0.93665009	0.176115707	0.927118312	NA	NA	NA	NA	1426	201477222
0.636	1	2.4534	1.86239649	1	7.2600002	1.909003433	267.6360554	0.262526374	0.765971797	0.129068894	NA	NA	NA	NA	1121	201476859
0.572	1	0.423	0.188452387	0	8.2399998	0.749064446	190.2792465	0.447312194	0.688053237	0.210191863	NA	NA	NA	NA	1227	201476991
0.547	1	0.7047	0.821684262	0	7.2600002	1.909003433	267.6360554	0.379193539	0.769442686	0.451611849	NA	NA	NA	NA	1118	201476860
1	1	493.1046	518.7597371	273	1.13	238.6434933	465.755371	0.838710016	0.694124364	0.218856587	NA	NA	NA	NA	1428	201477223
0.667	1	0.279	0.165522749	0	11.79	0.807935691	282.7527464	0.888410679	0.435552153	0.568565901	NA	NA	NA	NA	1393	201477197
0.623	1	0.918	1.1220499	2	11.79	0.807935691	282.7527464	0.409224848	0.089679016	0.108662018	NA	NA	NA	NA	1395	201477197
0.647	1	0.9036	0.938810059	1	11.79	0.807935691	282.7527464	0.732768724	0.877907002	0.188320544	NA	NA	NA	NA	1394	201477197
0.624	1	2.0781	3.929116684	2	10.71	2.478204574	449.8447753	0.512353413	0.357776973	0.29617152	NA	NA	NA	NA	417	201475828
0.628	1	2.0898	3.965081162	3	10.71	2.478204574	449.8447753	0.040320791	0.369343199	0.784445056	NA	NA	NA	NA	416	201475828
0.634	1	1.0962	1.136161769	0	8.0200005	0.975646437	211.3611951	0.835784072	0.578570665	0.91823688	NA	NA	NA	NA	553	201476131
0.676	1	0.0153	0.211333846	0	27.8999996	0.034045433	137.3530349	0.281821872	0.809069012	0.601434987	NA	NA	NA	NA	1401	201477205
0.601	1	1.8765	1.502221716	0	11.2299995	1.821598569	404.3995914	0.194832461	0.61008173	0.22680884	NA	NA	NA	NA	1084	201476782
0.7	1	1.4337	1.846522269	5	7.4499998	0.724624889	169.2066847	0.064413903	0.750502696	0.601991223	0.12813529	1.214311653	4.740085926	08/14/2014	2766	201478716
0.7	1	1.4337	1.900429975	6	7.4499998	0.724624889	169.2066847	0.38102027	0.720738685	0.033823134	0.000128803	0.108483997	0.108483997	08/14/2014	2767	201478716
0.591	1	1.1799	1.196879962	0	2.6400001	1.565422637	88.13012381	0.153946378	0.755460534	0.052645856	0	0	0	06/23/2014	2078	201478011
0.991	2	228.7341	335.8125563	297	0.43	69.02016665	95.31496569	0.002632604	0.923722463	0.180684589	0.015102891	0.038099318	1.387029855	10/07/2014	2534	201478672
0.994	2	228.7575	335.8918419	298	0.43	69.02016665	95.31496569	0.045827779	0.836838176	0.601668588	NA	NA	NA	10/07/2014	2535	201478672
0.664	1	3.636	6.068407994	19	1.6900001	1.839319679	61.15330868	0.952067243	0.564924881	0.887098195	0	0	0	09/24/2014	2283	201478241
0.693	1	0.0297	0.270556108	0	1.97	0.220990502	24.70914214	0.15752418	0.338752365	0.895504201	0	0	0	06/19/2015	2278	201478240
0.421	1	1.6884	1.816366498	0	5.0700002	0.971148185	133.3077372	0.568910055	0.878213954	0.183720847	0.000180831	1.218436658	1.218436658	06/20/2014	1654	201477542
0.686	1	0.1071	0.202032092	0	1.17	0.218333414	14.58648266	0.136932481	0.802456821	0.150604064	0	0	0	06/18/2015	2290	201478241
0.008	1	17.5248	20.81943079	16	3.3599999	7.393183649	243.758429	0.580526875	0.612192822	0.530017393	NA	NA	NA	06/23/2014	2067	201478012
0.355	1	0.252	0.721403587	0	11.2200003	0.309022042	166.4149075	0.486283625	0.833351716	0.803168011	0	0	0	06/17/2014	1646	201477514
0.798	1	2.1447	4.369711376	7	3.79	3.414055146	186.843977	0.922699536	0.920057573	0.083652213	1.24E-06	0.000695347	0.000695347	07/18/2014	2709	201478653
0.599	1	2.0628	4.311173045	6	3.79	3.414055146	186.843977	0.35006932	0.537385902	0.488872202	0	0	0	07/18/2014	2715	201478653
0.217	1	0.3681	0.628626749	0	5.2600002	1.05038543	143.8350534	0.973420564	0.329276907	0.698253591	0.001113097	1.071434945	1.204322016	06/30/2014	2051	201477980
0.693	1	8.1333	13.14154306	16	3.0999999	4.277899352	171.0730479	0.892539369	0.150314974	0.058417533	0.014733296	1.838387886	5.558142123	07/02/2014	2701	201478799
0.755	1	1.9998	4.13141122	5	3.79	3.414055146	186.843977	0.812116653	0.127197373	0.241423458	0	0	0	07/18/2014	2714	201478653
0.949143197	1	3.87	5.86119706	9	1.59	2.156922054	62.30443905	0.296906579	0.27923195	0.44145959	0.000920253	0.688962679	0.740818948	05/31/2016	2099	201478063
0.052	1	1.7604	3.848503563	4	3.79	3.414055146	186.843977	0.829442007	0.11343926	0.355830108	0.008451735	0.031708123	0.031722052	07/18/2014	2713	201478653
0.018	1	0.1125	0.405849991	0	10.46	0.455337901	188.3229367	0.302971901	0.224815976	0.38679143	0.000339215	0.163259457	0.163259457	05/07/2015	1710	201477626
0.858	1	1.4166	3.667461616	3	3.79	3.414055146	186.843977	0.167530383	0.552415848	0.91706609	0.048631642	0.182653292	0.183777695	07/18/2014	2712	201478653
0.954	1	3.7179	6.14785064	3	4.0100002	1.869185891	146.276741	0.493598701	0.031174829	0.759010184	NA	NA	NA	06/30/2014	2183	201478152
0.806	1	0.7938	2.341509289	0	3.79	3.414055146	186.843977	0.584455175	0.717715932	0.169849885	0.002491998	0.987710546	0.987710546	07/17/2014	2707	201478653
0.04	1	1.2591	3.41539532	2	3.79	3.414055146	186.843977	0.677388539	0.142254752	0.938808647	NA	NA	NA	07/18/2014	2711	201478653
0.002000178	1	0.7551	0.533485735	0	3.8399999	0.484719798	71.33147841	0.536453935	0.872001516	0.383165362	0.00013745	0.003066675	0.003066675	05/31/2016	2369	201478362
0.803	1	1.161	3.074763078	1	3.79	3.414055146	186.843977	0.149075138	0.107582507	0.212198324	0	0	0	07/18/2014	2710	201478653
0.978	2	4.3542	7.268687071	4	2.9400001	3.999871317	156.8826729	0.18225343	0.413573847	0.516831031	0.002283865	1.183744689	1.388457147	06/25/2014	2147	201478152
0.421	1	8.7066	14.14936172	15	5.0300002	4.218249524	275.6377953	0.651282087	0.828019786	0.440975506	0	0	0	06/25/2014	2148	201478115
0.614	1	0.8181	0.746484375	1	4.3600001	0.524242242	84.22812639	0.306802303	0.392537693	0.778526299	0.992844332	3.185611957	4.921703586	07/17/2014	2370	201478362
0.5	1	0.2682	0.405973441	0	14.1000004	0.454688091	253.6766801	0.95367261	0.591154976	0.803643894	5.39E-05	0.090849362	0.090849362	05/07/2015	1713	201477626
0.546	1	1.7811	1.65947753	3	3.7	2.126281632	143.9516856	0.806170806	0.017749171	0.211732653	0.015757332	0.050558526	0.050574731	07/17/2014	2367	201478362
0.696	1	0.2925	0.638893187	0	8.96	0.663340932	194.706765	0.601333827	0.088595909	0.344630633	0.000314815	1.060610465	1.526092009	04/27/2015	1575	201477436
0.476	1	1.764	1.59482424	2	3.7	2.126281632	143.9516856	0.004275148	0.366449574	0.651734111	0	0	0	07/17/2014	2364	201478362
0.401	1	1.8576	1.781822504	4	3.7	2.126281632	143.9516856	0.201202614	0.434774142	0.409119545	0	0	0	07/17/2014	2366	201478362
0.612	1	0.6345	1.438535614	0	3.77	0.66231504	81.86123419	0.880027099	0.716548793	0.669494885	0.000314815	1.060610465	1.526092009	06/17/2014	1577	201477436
0.668	1	0.1521	0.167571521	0	5.1700001	0.336511903	80.01941939	0.301022265	0.742087183	0.768498879	0.000504848	0.00187523	0.00187523	06/11/2015	2723	201478663
0.725602266	1	0.8397	0.45765966	0	2.72	0.699808883	60.7104239	0.14397856	0.998822357	0.398259478	0	0	0	05/23/2016	3058	201479078
0.517	2	2.736	4.081876643	2	7.3600001	1.436820063	235.3876349	0.165600444	0.729352626	0.944502393	0.004671344	2.248250982	5.78505294	06/20/2014	1943	201477844
0.97	2	13.9869	22.69685426	21	2.29	6.901931875	160.5186286	0.762385003	0.901970874	0.2992981	0.000856367	0.443861782	0.553304693	06/24/2014	2179	201478147
0.692	1	0.2187	0.839166856	0	7.5100002	1.595660461	253.1132169	0.182470448	0.669922303	0.814669813	0	0	0	05/06/2015	1779	201477687
0.589	1	2.1366	2.913248325	0	4.6399999	1.465554326	149.8730551	0.487073842	0.942265621	0.360027481	0	0	0	06/24/2014	2170	201478137
0.572	1	0.4068	1.070546584	1	7.5100002	1.595660461	253.1132169	0.126895091	0.219833018	0.806581038	0	0	0	06/13/2014	1780	201477687
0	1	1.8351	2.366703136	2	6.6900001	0.948567491	173.8460675	0.68250154	0.055949364	0.062361483	0	0	0	10/09/2014	2539	201478541
0.815	1	2.2293	3.084618909	1	4.6399999	1.465554326	149.8730551	0.283039025	0.934753624	0.502104107	0	0	0	06/24/2014	2171	201478137
0.978	1	6.3837	6.260756449	7	3.4200001	3.646206369	174.2414071	0.136358879	0.333319867	0.054084888	0	0	0	09/24/2014	2330	201478362
0.763	1	0.5184	0.544317937	0	6.9000001	1.013229538	185.3137519	0.462151086	0.212805459	0.69430567	0.000971117	1.635846635	1.770640916	10/07/2014	2516	201478620
0.563	1	1.4985	0.786391961	0	3.4300001	1.327448971	105.4405536	0.408512417	0.94838308	0.329004687	0	0	0	06/13/2014	1777	201477687
0.929	1	16.5708	27.44645804	24	2.1900001	6.917087626	153.6775387	0.70171906	0.223399014	0.966783454	0.001340385	1.128939408	2.392536711	06/25/2014	2173	201478137
0.942	2	3.2652	3.668647836	3	4.5700002	1.818644487	164.4351856	0.389366431	0.80365974	0.7456553	0	0	0	10/09/2014	2521	201478532
0.971	1	6.5106	7.13219521	8	3.4200001	3.646206369	174.2414071	0.980722567	0.805493039	0.353317566	0.002707536	0.729735127	2.736285579	09/24/2014	2331	201478362
0.73	1	0.2907	0.199697861	0	7.4499998	0.724624889	169.2066847	0.573710481	0.471587941	0.846470069	0	0	0	08/04/2014	2761	201478716
0.909	1	3.42	4.099972463	4	4.5700002	1.818644487	164.4351856	0.11525465	0.865087936	0.05287082	0.284259773	0.910766692	0.931736987	10/09/2014	2526	201478532
1	1	17.7543	29.04706388	23	0.73	7.648870707	53.86741843	0.56031698	0.578992582	0.186484847	NA	NA	NA	06/20/2014	1916	201478058
0.931	1	3.5163	4.26683316	5	4.5700002	1.818644487	164.4351856	0.173891352	0.731470156	0.639600092	0	0	0	10/29/2014	2525	201478532
0.986	2	17.8083	29.15383954	24	0.73	7.648870707	53.86741843	0.969898816	0.389380565	0.04177307	1.45E-05	0.04889191	0.04889191	06/20/2014	1920	201478058
0.987	2	18.4428	30.42782126	26	0.73	7.648870707	53.86741843	0.846024159	0.723566844	0.346593368	0	0	0	06/23/2014	1917	201478058
0.788	2	17.8623	29.4534931	25	0.73	7.648870707	53.86741843	0.426605324	0.499225569	0.32949243	NA	NA	NA	06/23/2014	1919	201478058
0.609	1	3.8601	4.801641523	10	4.5700002	1.818644487	164.4351856	0.970621282	0.243983188	0.742630599	0.001599402	0.262848027	0.3187517	11/12/2014	2528	201478532
0.918	1	1.6965	2.422552884	1	6.9000001	1.013229538	185.3137519	0.306979509	0.5215416	0.560249794	0	0	0	06/11/2015	2517	201478620
0.593038019	1	0.1296	0.265060614	0	2.5999999	0.600739963	53.76767103	0.777992646	0.712292435	0.576060072	0.011352361	1.253970611	2.026978556	06/13/2016	2166	201478134
0.829	1	1.8522	2.674199318	3	6.9000001	1.013229538	185.3137519	0.582338526	0.904470736	0.474337987	0.064449994	0.933901208	2.55779116	11/12/2014	2519	201478529
0.549	1	1.8693	1.844738095	2	0.67	1.12607059	18.9697782	0.730298589	0.707378708	0.652758903	0	0	0	10/31/2014	2425	201478412
0.991	2	213.4881	322.2011478	269	0.97	64.93860112	208.5584752	0.618499352	0.12609968	0.37627902	0.001236793	0.46297287	0.539757029	10/21/2014	2430	201478413
0.994	2	214.3647	323.2640344	271	0.28	65.14701173	60.29897285	0.820698076	0.825930263	0.23487697	NA	NA	NA	10/28/2014	2428	201478413
0.455	1	27.5733	37.09202362	48	2.26	10.84161863	198.5455381	0.787850393	0.834350418	0.933111325	0.001236793	0.46297287	0.539757029	10/31/2014	2273	201478288
0.63	1	2.8557	2.272928934	0	4.3299999	3.288637313	209.5079513	0.744231055	0.905665987	0.471163616	0.000180831	1.218436658	1.218436658	06/13/2014	1657	201477552
0.079	1	7.1982	8.0757935	19	1.9	3.291214595	91.96791208	0.671983173	0.147618727	0.913530054	0	0	0	09/24/2014	2531	201478529
0	1	1.1952	1.498069321	2	7.4499998	0.724624889	169.2066847	0.699279561	0.773989683	0.524451025	0.009332416	3.144091007	8.465075689	08/04/2014	2763	201478716
0.991	2	217.4832	326.6459176	276	0.31	65.73590789	67.06063496	0.956627352	0.133296679	0.669878226	0.001223704	0.392634296	0.75189757	10/07/2014	2494	201478502
0.875	1	23.2857	29.55397411	23	1.38	10.64441294	120.1280904	0.954302816	0.209553352	0.464643126	0	0	0	10/31/2014	2275	201478240
0.7	1	1.2924	1.791224564	4	7.4499998	0.724624889	169.2066847	0.697733763	0.741152637	0.949617284	0.006330307	1.093682238	5.186508557	08/14/2014	2765	201478716
1	2	240.6339	312.2191396	241	0.92	68.38548834	202.9899062	0.842097775	0.285533906	0.299834696	0.000840194	0.629025442	0.968597449	07/10/2014	2324	201478298
1	1	0.0513	0.632222317	1	27.6299992	0.049491984	164.0034313	0.134980053	0.641580866	0.922547268	0	0	0	07/22/2014	2438	201478592
1	2	232.8642	299.9886397	232	1	69.23750248	222.0114269	0.044230678	0.122328393	0.979234781	0.042623082	0.900295684	1.348617325	06/25/2014	2230	201478199
